"","termid","lang","first_page_links","wiki_first_link"
"1",12,"ar","https://ar.wikipedia.org/wiki/%D9%81%D8%B7%D8%B1, /search?gl=EG&hl=ar&q=related:https://ar.wikipedia.org/wiki/%25D9%2581%25D8%25B7%25D8%25B1+%D9%81%D8%B7%D8%B1&sa=X&ved=2ahUKEwiMsd_MlMP2AhWDmOAKHSUPCBAQH3oECAwQBw, https://ar.wikipedia.org/wiki/%D9%81%D8%B7%D8%B1#%D8%AA%D8%B1%D9%83%D9%8A%D8%A8_%D8%A7%D9%84%D9%81%D8%B7%D8%B1%D9%8A%D8%A7%D8%AA, https://ar.wikipedia.org/wiki/%D9%81%D8%B7%D8%B1#%D8%B5%D9%81%D8%A7%D8%AA_%D8%A7%D9%84%D9%81%D8%B7%D8%B1%D9%8A%D8%A7%D8%AA, https://ar.wikipedia.org/wiki/%D9%81%D8%B7%D8%B1#%D8%B9%D9%84%D9%85_%D8%A7%D9%84%D9%81%D8%B7%D8%B1%D9%8A%D8%A7%D8%AA, https://ar.wikipedia.org/wiki/%D9%81%D8%B7%D8%B1#%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85_%D8%A7%D9%84%D8%A8%D8%B4%D8%B1%D9%8A, https://ar.wikipedia.org/wiki/%D9%81%D8%B7%D8%B1, https://www.webteb.com/articles/%D9%81%D9%88%D8%A7%D8%A6%D8%AF-%D8%A7%D9%84%D9%81%D8%B7%D8%B1-%D9%88%D8%A7%D9%86%D9%88%D8%A7%D8%B9%D9%87_15328, /search?gl=EG&hl=ar&q=related:https://www.webteb.com/articles/%25D9%2581%25D9%2588%25D8%25A7%25D8%25A6%25D8%25AF-%25D8%25A7%25D9%2584%25D9%2581%25D8%25B7%25D8%25B1-%25D9%2588%25D8%25A7%25D9%2586%25D9%2588%25D8%25A7%25D8%25B9%25D9%2587_15328+%D9%81%D8%B7%D8%B1&sa=X&ved=2ahUKEwiMsd_MlMP2AhWDmOAKHSUPCBAQH3oECA0QBw, https://www.webteb.com/articles/%D9%81%D9%88%D8%A7%D8%A6%D8%AF-%D8%A7%D9%84%D9%81%D8%B7%D8%B1-%D9%88%D8%A7%D9%86%D9%88%D8%A7%D8%B9%D9%87_15328, https://www.webteb.com/articles/%D8%AA%D8%B9%D8%B1%D9%81-%D8%B9%D9%84%D9%89-6-%D9%85%D9%86-%D9%81%D9%88%D8%A7%D8%A6%D8%AF-%D8%A7%D9%84%D9%85%D8%B4%D8%B1%D9%88%D9%85-%D9%84%D8%B5%D8%AD%D8%AA%D9%83-%E2%80%8D_15122, /search?gl=EG&hl=ar&q=related:https://www.webteb.com/articles/%25D8%25AA%25D8%25B9%25D8%25B1%25D9%2581-%25D8%25B9%25D9%2584%25D9%2589-6-%25D9%2585%25D9%2586-%25D9%2581%25D9%2588%25D8%25A7%25D8%25A6%25D8%25AF-%25D8%25A7%25D9%2584%25D9%2585%25D8%25B4%25D8%25B1%25D9%2588%25D9%2585-%25D9%2584%25D8%25B5%25D8%25AD%25D8%25AA%25D9%2583-%25E2%2580%258D_15122+%D9%81%D8%B7%D8%B1&sa=X&ved=2ahUKEwiMsd_MlMP2AhWDmOAKHSUPCBAQH3oECAsQBw, https://www.webteb.com/articles/%D8%AA%D8%B9%D8%B1%D9%81-%D8%B9%D9%84%D9%89-6-%D9%85%D9%86-%D9%81%D9%88%D8%A7%D8%A6%D8%AF-%D8%A7%D9%84%D9%85%D8%B4%D8%B1%D9%88%D9%85-%D9%84%D8%B5%D8%AD%D8%AA%D9%83-%E2%80%8D_15122, https://www.almaany.com/ar/dict/ar-ar/%D9%81%D8%B7%D8%B1/, https://ar.wikipedia.org/wiki/%D9%81%D8%B7%D8%B1, https://fdc.nal.usda.gov/, https://www.youtube.com/watch?v=gJQaPowNb58, https://www.youtube.com/watch?v=vZfhAk7fjnc, https://www.youtube.com/watch?v=T4l9MfATklw, https://aawsat.com/home/article/3020521/%D8%A7%D9%84%D9%81%D8%B7%D8%B1-%D9%81%D9%88%D8%A7%D8%A6%D8%AF-%D8%BA%D8%B0%D8%A7%D8%A6%D9%8A%D8%A9-%D9%88%D8%B5%D8%AD%D9%8A%D8%A9, https://aawsat.com/home/article/3020521/%D8%A7%D9%84%D9%81%D8%B7%D8%B1-%D9%81%D9%88%D8%A7%D8%A6%D8%AF-%D8%BA%D8%B0%D8%A7%D8%A6%D9%8A%D8%A9-%D9%88%D8%B5%D8%AD%D9%8A%D8%A9, https://kitchen.sayidaty.net/taxonomy/tag/%D9%88%D8%B5%D9%81%D8%A7%D8%AA-%D8%A8%D8%A7%D9%84%D9%81%D8%B7%D8%B1, https://www.youtube.com/channel/UC4J0VMeP0vJN4zFs4xvvLOA, https://www.youtube.com/watch?v=K0UHsSmCngw, https://www.youtube.com/watch?v=UhGf5fi3y0s, https://www.youtube.com/watch?v=xiJgNVo3X50","https://ar.wikipedia.org/wiki/%D9%81%D8%B7%D8%B1"
"2",12,"en","https://en.wikipedia.org/wiki/Fungus, https://en.wikipedia.org/wiki/Pathogenic_fungus, https://en.wikipedia.org/wiki/Mushroom, https://en.wikipedia.org/wiki/Chromista, https://en.wikipedia.org/wiki/Mold, https://en.wikipedia.org/wiki/Fungus, https://www.britannica.com/science/fungus, https://www.britannica.com/science/fungus/Importance-of-fungi, https://www.britannica.com/science/fungus/Form-and-function-of-fungi, https://www.britannica.com/summary/fungus, https://www.britannica.com/science/fungus/Growth, https://www.britannica.com/science/fungus, https://medlineplus.gov/fungalinfections.html, https://medlineplus.gov/fungalinfections.html, https://microbiologysociety.org/why-microbiology-matters/what-is-microbiology/fungi.html, https://microbiologysociety.org/why-microbiology-matters/what-is-microbiology/fungi.html, https://en.wikipedia.org/wiki/Fungus, https://fdc.nal.usda.gov/, https://www.federalwaymirror.com/national-marketplace/fungosem-reviews-legit-toenail-fungus-care-supplement/, https://www.nola.com/news/coronavirus/article_3ffa7e8a-a15f-11ec-aa75-3f9f5fbf0389.html, https://phys.org/news/2022-03-thanksgiving-bacteria-fungus-tryptophan-blockers.html, https://www.theguardian.com/lifeandstyle/2022/mar/03/the-magic-of-mushrooms-how-they-connect-the-plant-world, https://www.webmd.com/skin-problems-and-treatments/guide/fungal-infections-skin, https://www.livescience.com/53618-fungus.html, https://www.cdc.gov/fungal/diseases/index.html, https://cooking.nytimes.com/recipes/1022093-fungi, https://www.foodnetwork.com/recipes/corn-fungus-tamales-tamales-de-huitlacoche-recipe-1908957, https://www.wokandkin.com/snow-fungus-dessert-soup/, https://www.delicious.com.au/recipes/mushroom-black-fungus-fennel-salad/1235c37b-0aa4-4e9b-9c24-a1f4e07a5cad, https://www.cdc.gov/fungal/index.html, https://www.cdc.gov/fungal/index.html, https://www.mayoclinic.org/diseases-conditions/nail-fungus/symptoms-causes/syc-20353294, https://www.mayoclinic.org/diseases-conditions/nail-fungus/symptoms-causes/syc-20353294","https://en.wikipedia.org/wiki/Fungus"
"3",12,"hw","https://he.wikipedia.org/wiki/%D7%A4%D7%98%D7%A8%D7%99%D7%95%D7%AA, /search?gl=IL&q=related:https://he.wikipedia.org/wiki/%25D7%25A4%25D7%2598%25D7%25A8%25D7%2599%25D7%2595%25D7%25AA+%D7%A4%D7%98%D7%A8%D7%99%D7%95%D7%AA&sa=X&ved=2ahUKEwiY6JTzyMH2AhV6SvEDHTbXB7UQH3oECAoQBw, https://he.wikipedia.org/wiki/%D7%A4%D7%98%D7%A8%D7%99%D7%95%D7%AA_%D7%9E%D7%A8%D7%A4%D7%90, https://he.wikipedia.org/wiki/%D7%A7%D7%98%D7%92%D7%95%D7%A8%D7%99%D7%94:%D7%A4%D7%98%D7%A8%D7%99%D7%95%D7%AA, https://he.wikipedia.org/wiki/%D7%A4%D7%98%D7%A8%D7%99%D7%95%D7%AA_%D7%91%D7%A1%D7%99%D7%A1%D7%94, https://he.wikipedia.org/wiki/%D7%A4%D7%98%D7%A8%D7%99%D7%95%D7%AA_%D7%A4%D7%A1%D7%99%D7%9C%D7%95%D7%A1%D7%99%D7%91%D7%99%D7%9F, https://www.yad-mordechai.co.il/Article/mushrooms-guide, https://www.hashulchan.co.il/topic/%D7%A4%D7%98%D7%A8%D7%99%D7%95%D7%AA/, https://www.youtube.com/watch?v=mdDilZ0Ydk0, https://www.youtube.com/watch?v=nFdFsyrQ378, https://www.youtube.com/watch?v=af0KRGTOCO0, https://he.wikipedia.org/wiki/%D7%A4%D7%98%D7%A8%D7%99%D7%95%D7%AA, https://fdc.nal.usda.gov/, https://xnet.ynet.co.il/articles/0,7340,L-5423155,00.html, https://he-il.facebook.com/groups/pitriyot/, /search?gl=IL&q=related:https://he-il.facebook.com/groups/pitriyot/+%D7%A4%D7%98%D7%A8%D7%99%D7%95%D7%AA&sa=X&ved=2ahUKEwiY6JTzyMH2AhV6SvEDHTbXB7UQH3oECD4QBg, https://www.calcalist.co.il/local/articles/0,7340,L-3527587,00.html, https://veg.co.il/recipes/tags/mushrooms/, https://www.carmella.co.il/product-category/%D7%99%D7%A8%D7%A7%D7%95%D7%AA/%D7%A4%D7%98%D7%A8%D7%99%D7%95%D7%AA/","https://he.wikipedia.org/wiki/%D7%A4%D7%98%D7%A8%D7%99%D7%95%D7%AA"
"4",12,"ru","https://ru.wikipedia.org/wiki/%D0%93%D1%80%D0%B8%D0%B1%D1%8B, /search?gl=RU&hl=ru&q=related:https://ru.wikipedia.org/wiki/%25D0%2593%25D1%2580%25D0%25B8%25D0%25B1%25D1%258B+%D0%93%D1%80%D0%B8%D0%B1%D1%8B&sa=X&ved=2ahUKEwj8sI37kcP2AhWJneAKHYiOD3AQH3oECAgQBw, https://ru.wikipedia.org/wiki/%D0%A1%D1%8A%D0%B5%D0%B4%D0%BE%D0%B1%D0%BD%D1%8B%D0%B5_%D0%B3%D1%80%D0%B8%D0%B1%D1%8B, https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%82%D0%B5%D0%B3%D0%BE%D1%80%D0%B8%D1%8F:%D0%93%D1%80%D0%B8%D0%B1%D1%8B_%D0%BF%D0%BE_%D0%B0%D0%BB%D1%84%D0%B0%D0%B2%D0%B8%D1%82%D1%83, https://ru.wikipedia.org/wiki/%D0%AF%D0%B4%D0%BE%D0%B2%D0%B8%D1%82%D1%8B%D0%B5_%D0%B3%D1%80%D0%B8%D0%B1%D1%8B, https://ru.wikipedia.org/wiki/%D0%93%D1%80%D0%B8%D0%B1%D1%8B, https://www.youtube.com/watch?v=i9AHJkHqkpw, https://www.youtube.com/watch?v=m0-yYhLgp_I, https://www.youtube.com/watch?v=uQV3LC8Eplg, https://ru.wikipedia.org/wiki/%D0%93%D1%80%D0%B8%D0%B1%D1%8B, https://fdc.nal.usda.gov/, https://www.kinopoisk.ru/film/246269/, /search?gl=RU&hl=ru&q=related:https://www.kinopoisk.ru/film/246269/+%D0%93%D1%80%D0%B8%D0%B1%D1%8B&sa=X&ved=2ahUKEwj8sI37kcP2AhWJneAKHYiOD3AQH3oECGUQBw, https://www.kinopoisk.ru/film/246269/, https://www.championat.com/lifestyle/article-4057369-chem-polezny-griby-raznica-mezhdu-pokupnymi-i-lesnymi-gribami-protivopokazanija.html, https://www.championat.com/lifestyle/article-4057369-chem-polezny-griby-raznica-mezhdu-pokupnymi-i-lesnymi-gribami-protivopokazanija.html, https://www.restoran.ru/content/cookery/chef-tips/kak-pravilno-chistit-griby/, https://www.unileverfoodsolutions.ru/recipe/%D0%B3%D1%80%D0%B8%D0%B1%D1%8B-%D0%B2-%D1%83%D1%81%D1%82%D1%80%D0%B8%D1%87%D0%BD%D0%BE%D0%BC-%D1%81%D0%BE%D1%83%D1%81%D0%B5-R0060380.html, https://menunedeli.ru/recipe/kak-zasushit-griby/, https://ru.wiktionary.org/wiki/%D0%B3%D1%80%D0%B8%D0%B1, /search?gl=RU&hl=ru&q=related:https://ru.wiktionary.org/wiki/%25D0%25B3%25D1%2580%25D0%25B8%25D0%25B1+%D0%93%D1%80%D0%B8%D0%B1%D1%8B&sa=X&ved=2ahUKEwj8sI37kcP2AhWJneAKHYiOD3AQH3oECGMQBw, https://ru.wiktionary.org/wiki/%D0%B3%D1%80%D0%B8%D0%B1, https://www.svoboda.org/a/442417.html, https://ria.ru/20210331/griby-1603576887.html, https://ria.ru/20210331/griby-1603576887.html","https://ru.wikipedia.org/wiki/%D0%93%D1%80%D0%B8%D0%B1%D1%8B"
"5",13,"ar","https://ar.wikipedia.org/wiki/%D8%AB%D8%AF%D9%8A%D9%8A%D8%A7%D8%AA, /search?gl=EG&hl=ar&q=related:https://ar.wikipedia.org/wiki/%25D8%25AB%25D8%25AF%25D9%258A%25D9%258A%25D8%25A7%25D8%25AA+%D8%AB%D8%AF%D9%8A%D9%8A%D8%A7%D8%AA&sa=X&ved=2ahUKEwjq-6jrlMP2AhXvTN8KHfbqAkYQH3oECAsQBw, https://ar.wikipedia.org/wiki/%D8%AB%D8%AF%D9%8A%D9%8A%D8%A7%D8%AA#%D8%A7%D9%84%D8%B4%D8%B9%D8%B1_%D9%88%D8%A3%D9%87%D9%85%D9%8A%D8%AA%D9%87_%D9%84%D8%AF%D9%89_%D8%A7%D9%84%D8%AB%D8%AF%D9%8A%D9%8A%D8%A7%D8%AA, https://ar.wikipedia.org/wiki/%D8%AB%D8%AF%D9%8A%D9%8A%D8%A7%D8%AA#%D8%A7%D9%84%D8%AD%D9%88%D8%A7%D8%B3_%D9%88%D8%A7%D9%84%D8%A5%D8%AF%D8%B1%D8%A7%D9%83_%D8%B9%D9%86%D8%AF_%D8%A7%D9%84%D8%AB%D8%AF%D9%8A%D9%8A%D8%A7%D8%AA, https://ar.wikipedia.org/wiki/%D8%AB%D8%AF%D9%8A%D9%8A%D8%A7%D8%AA#%D8%A7%D9%84%D8%AA%D9%83%D8%A7%D8%AB%D8%B1_%D8%B9%D9%86%D8%AF_%D8%A7%D9%84%D8%AB%D8%AF%D9%8A%D9%8A%D8%A7%D8%AA, https://ar.wikipedia.org/wiki/%D8%AB%D8%AF%D9%8A%D9%8A%D8%A7%D8%AA, https://ar.wikipedia.org/wiki/%D8%A8%D9%88%D8%A7%D8%A8%D8%A9:%D8%AB%D8%AF%D9%8A%D9%8A%D8%A7%D8%AA, /search?gl=EG&hl=ar&q=related:https://ar.wikipedia.org/wiki/%25D8%25A8%25D9%2588%25D8%25A7%25D8%25A8%25D8%25A9:%25D8%25AB%25D8%25AF%25D9%258A%25D9%258A%25D8%25A7%25D8%25AA+%D8%AB%D8%AF%D9%8A%D9%8A%D8%A7%D8%AA&sa=X&ved=2ahUKEwjq-6jrlMP2AhXvTN8KHfbqAkYQH3oECAcQBw, https://mawdoo3.com/%D9%85%D8%A7_%D9%87%D9%8A_%D8%A7%D9%84%D8%AB%D8%AF%D9%8A%D9%8A%D8%A7%D8%AA, https://mawdoo3.com/%D9%85%D8%A7_%D9%87%D9%8A_%D8%A7%D9%84%D8%AB%D8%AF%D9%8A%D9%8A%D8%A7%D8%AA#.D8.AE.D8.B5.D8.A7.D8.A6.D8.B5_.D8.A7.D9.84.D8.AB.D8.AF.D9.8A.D9.8A.D8.A7.D8.AA, https://mawdoo3.com/%D9%85%D8%A7_%D9%87%D9%8A_%D8%A7%D9%84%D8%AB%D8%AF%D9%8A%D9%8A%D8%A7%D8%AA#.D8.AA.D8.B5.D9.86.D9.8A.D9.81_.D8.A7.D9.84.D8.AB.D8.AF.D9.8A.D9.8A.D8.A7.D8.AA, https://mawdoo3.com/%D9%85%D8%A7_%D9%87%D9%8A_%D8%A7%D9%84%D8%AB%D8%AF%D9%8A%D9%8A%D8%A7%D8%AA#.D8.A7.D9.84.D8.B4.D9.83.D9.84_.D9.88.D8.A7.D9.84.D9.88.D8.B8.D9.8A.D9.81.D8.A9_.D9.84.D9.84.D8.AB.D8.AF.D9.8A.D9.8A.D8.A7.D8.AA, https://mawdoo3.com/%D8%A3%D9%86%D9%88%D8%A7%D8%B9_%D8%A7%D9%84%D8%AB%D8%AF%D9%8A%D9%8A%D8%A7%D8%AA, https://mawdoo3.com/%D8%A3%D9%86%D9%88%D8%A7%D8%B9_%D8%A7%D9%84%D8%AB%D8%AF%D9%8A%D9%8A%D8%A7%D8%AA#.D9.85.D8.A7_.D9.87.D9.8A_.D8.A3.D9.86.D9.88.D8.A7.D8.B9_.D8.A7.D9.84.D8.AB.D8.AF.D9.8A.D9.8A.D8.A7.D8.AA.D8.9F.C2.A0, https://mawdoo3.com/%D8%A3%D9%86%D9%88%D8%A7%D8%B9_%D8%A7%D9%84%D8%AB%D8%AF%D9%8A%D9%8A%D8%A7%D8%AA#.D8.A7.D9.84.D8.AB.D8.AF.D9.8A.D9.8A.D8.A7.D8.AA_.D8.A7.D9.84.D9.85.D8.B4.D9.8A.D9.85.D9.8A.D8.A9, https://mawdoo3.com/%D8%A3%D9%86%D9%88%D8%A7%D8%B9_%D8%A7%D9%84%D8%AB%D8%AF%D9%8A%D9%8A%D8%A7%D8%AA#.D8.A3.D8.AD.D8.A7.D8.AF.D9.8A.D8.A7.D8.AA_.D8.A7.D9.84.D9.85.D8.B3.D9.84.D9.83.C2.A0, https://ar.wikipedia.org/wiki/%D8%AB%D8%AF%D9%8A%D9%8A%D8%A7%D8%AA, https://context.reverso.net/%D8%A7%D9%84%D8%AA%D8%B1%D8%AC%D9%85%D8%A9/%D8%A7%D9%84%D8%A5%D9%86%D8%AC%D9%84%D9%8A%D8%B2%D9%8A%D8%A9-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9/mammal, https://www.youtube.com/watch?v=xl7QTWGlXDw, https://www.youtube.com/watch?v=epm3CR8cwXI, https://www.youtube.com/watch?v=q1FzqaH_8ks, https://context.reverso.net/%D8%A7%D9%84%D8%AA%D8%B1%D8%AC%D9%85%D8%A9/%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9-%D8%A7%D9%84%D9%81%D8%B1%D9%86%D8%B3%D9%8A%D8%A9/%D8%A7%D9%84%D8%AB%D8%AF%D9%8A%D9%8A%D8%A7%D8%AA, https://www.eionet.europa.eu/gemet/ar/concept/4982, https://www.almaany.com/ar/dict/ar-ar/%D8%AB%D8%AF%D9%8A%D9%8A%D8%A7%D8%AA/","https://ar.wikipedia.org/wiki/%D8%AB%D8%AF%D9%8A%D9%8A%D8%A7%D8%AA"
"6",13,"en","https://en.wikipedia.org/wiki/Mammal, https://en.wikipedia.org/wiki/Mammal_classification, https://en.wikipedia.org/wiki/Mammal_(disambiguation), https://en.wikipedia.org/wiki/List_of_mammal_genera, https://en.wikipedia.org/wiki/Theria, https://en.wikipedia.org/wiki/Mammal, https://www.britannica.com/animal/mammal, https://www.britannica.com/animal/mammal, https://bangordailynews.com/2022/03/12/news/the-gulf-of-maine-has-the-most-marine-mammal-diversity-on-the-east-coast-study-finds/, https://www.mainepublic.org/environment-and-outdoors/2022-03-11/the-gulf-of-maine-has-the-most-marine-mammal-diversity-on-the-east-coast-study-finds, https://theconversation.com/extinction-crisis-native-mammals-are-disappearing-in-northern-australia-but-few-people-are-watching-178313, https://www.newscientist.com/article/2309963-female-mammals-that-suckle-anothers-young-have-more-offspring/, https://en.wikipedia.org/wiki/Mammal, https://kids.nationalgeographic.com/animals/mammals, https://kids.nationalgeographic.com/animals/mammals, https://www.nationalgeographic.com/animals/mammals, https://www.nationalgeographic.com/animals/mammals, https://www.youtube.com/watch?v=zqsK0VhcL8o, https://www.youtube.com/watch?v=hGonwMTPV6g, https://www.youtube.com/watch?v=O6_sRpHkQic, https://www.merriam-webster.com/dictionary/mammal, https://www.nwf.org/Educational-Resources/Wildlife-Guide/Mammals, https://www.dictionary.com/browse/mammal, https://manoa.hawaii.edu/exploringourfluidearth/biological/mammals/what-mammal, https://manoa.hawaii.edu/exploringourfluidearth/biological/mammals/what-mammal","https://en.wikipedia.org/wiki/Mammal"
"7",13,"hw","https://he.wikipedia.org/wiki/%D7%99%D7%95%D7%A0%D7%A7%D7%99%D7%9D, /search?gl=IL&q=related:https://he.wikipedia.org/wiki/%25D7%2599%25D7%2595%25D7%25A0%25D7%25A7%25D7%2599%25D7%259D+%D7%99%D7%95%D7%A0%D7%A7%D7%99%D7%9D&sa=X&ved=2ahUKEwiRxMCRycH2AhXKR_EDHXWUCB0QH3oECA4QBw, https://he.wikipedia.org/wiki/%D7%99%D7%95%D7%A0%D7%A7%D7%99%D7%9D, https://he.wikipedia.org/wiki/%D7%A4%D7%95%D7%A8%D7%98%D7%9C:%D7%99%D7%95%D7%A0%D7%A7%D7%99%D7%9D, https://he.wikipedia.org/wiki/%D7%99%D7%95%D7%A0%D7%A7%D7%99%D7%9D_%D7%99%D7%9E%D7%99%D7%99%D7%9D, https://he.wikipedia.org/wiki/%D7%99%D7%95%D7%A0%D7%A7%D7%99%D7%9D_%D7%9E%D7%99%D7%9E%D7%99%D7%99%D7%9D, https://he.wikipedia.org/wiki/%D7%93%D7%9E%D7%95%D7%99%D7%99_%D7%99%D7%95%D7%A0%D7%A7%D7%99%D7%9D, https://he.wikipedia.org/wiki/%D7%A4%D7%95%D7%A8%D7%98%D7%9C:%D7%99%D7%95%D7%A0%D7%A7%D7%99%D7%9D, /search?gl=IL&q=related:https://he.wikipedia.org/wiki/%25D7%25A4%25D7%2595%25D7%25A8%25D7%2598%25D7%259C:%25D7%2599%25D7%2595%25D7%25A0%25D7%25A7%25D7%2599%25D7%259D+%D7%99%D7%95%D7%A0%D7%A7%D7%99%D7%9D&sa=X&ved=2ahUKEwiRxMCRycH2AhXKR_EDHXWUCB0QH3oECAsQBw, https://he.wikipedia.org/wiki/%D7%A4%D7%95%D7%A8%D7%98%D7%9C:%D7%99%D7%95%D7%A0%D7%A7%D7%99%D7%9D, https://il.brainpop.com/category_8/subcategory_93/subjects_3035/, https://il.brainpop.com/category_8/subcategory_93/subjects_3035/, https://www.haifazoo.co.il/animals_category/%D7%99%D7%95%D7%A0%D7%A7%D7%99%D7%9D/, https://www.hamichlol.org.il/%D7%99%D7%95%D7%A0%D7%A7%D7%99%D7%9D, https://he.wikipedia.org/wiki/%D7%99%D7%95%D7%A0%D7%A7%D7%99%D7%9D, https://www.tiuli.com/fauna?types=29, https://www.hamaarag.org.il/monitoring/process/%D7%99%D7%95%D7%A0%D7%A7%D7%99%D7%9D, https://www.youtube.com/watch?v=jCCkXiqaSWQ, https://www.youtube.com/watch?v=IBxIzUc81zc, https://www.ted.com/talks/kate_slabosky_the_three_different_ways_mammals_give_birth/transcript?language=he, https://goarava.co.il/%D7%99%D7%95%D7%A0%D7%A7%D7%99%D7%9D/, https://goarava.co.il/%D7%99%D7%95%D7%A0%D7%A7%D7%99%D7%9D/, https://he.wiktionary.org/wiki/%D7%99%D7%95%D7%A0%D7%A7, /search?gl=IL&q=related:https://he.wiktionary.org/wiki/%25D7%2599%25D7%2595%25D7%25A0%25D7%25A7+%D7%99%D7%95%D7%A0%D7%A7%D7%99%D7%9D&sa=X&ved=2ahUKEwiRxMCRycH2AhXKR_EDHXWUCB0QH3oECEgQBw","https://he.wikipedia.org/wiki/%D7%99%D7%95%D7%A0%D7%A7%D7%99%D7%9D"
