,termid,term,results,time,lang,top,wiki_top,google_widget,map_widget,videos,video_count,recipe,people_ask,people_ask_count,dict,top_stories,top_stories_count,original_name,page_score
25,35,Solar system,2920000,0.52,ar,<U+0627><U+0644><U+0645><U+062C><U+0645><U+0648><U+0639><U+0629> <U+0627><U+0644><U+0634><U+0645><U+0633><U+064A><U+0629> - <U+0648><U+064A><U+0643><U+064A><U+0628><U+064A><U+062F><U+064A><U+0627>,1,1,0,"<U+062D><U+0642><U+0627><U+0626><U+0642> <U+0645><U+0630><U+0647><U+0644><U+0629> <U+0639><U+0646> <U+0627><U+0644><U+0645><U+062C><U+0645><U+0648><U+0639><U+0629> <U+0627><U+0644><U+0634><U+0645><U+0633><U+064A><U+0629>YouTube · <U+0639><U+0634><U+0648><U+0627><U+0626><U+064A><U+0627><U+062A>06<U+200F>/09<U+200F>/2020, <U+0627><U+0644><U+0645><U+062C><U+0645><U+0648><U+0639><U+0629> <U+0627><U+0644><U+0634><U+0645><U+0633><U+064A><U+0629>YouTube · <U+0639><U+0634><U+0648><U+0627><U+0626><U+064A><U+0627><U+062A>24<U+200F>/08<U+200F>/2016, <U+062A><U+0639><U+0644><U+064A><U+0645> <U+0627><U+0633><U+0645><U+0627><U+0621> <U+0627><U+0644><U+0643><U+0648><U+0627><U+0643><U+0628> <U+0628><U+0627><U+0644><U+0644><U+063A><U+0629> <U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0629> <U+0644><U+0644><U+0623><U+0637><U+0641><U+0627><U+0644> I <U+0627><U+0644><U+0645><U+062C><U+0645><U+0648><U+0639><U+0629> <U+0627><U+0644><U+0634><U+0645><U+0633><U+064A><U+0629> I ...YouTube · <U+062A><U+0639><U+0644><U+0645> <U+0645><U+0639> <U+0646><U+0648><U+0631> learn with Noor23<U+200F>/03<U+200F>/2019",1,0,,1,0,,0,<U+0627><U+0644><U+0645><U+062C><U+0645><U+0648><U+0639><U+0629> <U+0627><U+0644><U+0634><U+0645><U+0633><U+064A><U+0629>,5.714285714
26,35,Solar system,6.44E+09,0.82,en,Overview | Our Solar System,0,1,0,"Solar System 101 | National GeographicYouTube · National GeographicAug 30, 2017, Science 101: The Solar SystemNational Geographic SocietySep 9, 2019, Exploring Our Solar System: Planets and Space for Kids ...YouTube · Free SchoolJan 16, 2015",1,0,"People also askWhat are the 12 solar system, How many planets are in the solar systems, What are the 9 planets of the solar system, What are 5 solar systems",1,0,"Slate MagazineHow many humans can the solar system support?2 days agoSpace.comWhy are asteroids and comets such weird shapes?1 day agoSpace.comTiny laser-propelled spaceships could travel to the far reaches of the 
solar system and beyond6 days agoNASAStudying the Next Interstellar Interloper with Webb3 weeks ago",1,Solar system,5.714285714
27,35,Solar system,2640000,0.42,hw,<U+05DE><U+05E2><U+05E8><U+05DB><U+05EA> <U+05D4><U+05E9><U+05DE><U+05E9> - <U+05D5><U+05D9><U+05E7><U+05D9><U+05E4><U+05D3><U+05D9><U+05D4>,1,0,0,"<U+05DE><U+05E2><U+05E8><U+05DB><U+05EA> <U+05D4><U+05E9><U+05DE><U+05E9> <U+05DE><U+05E6><U+05D2><U+05EA> <U+05DC><U+05D9><U+05DC><U+05D3><U+05D9><U+05DD> <U+05D1><U+05E2><U+05D1><U+05E8><U+05D9><U+05EA> <U+05E7><U+05E6><U+05EA> <U+05D9><U+05D3><U+05E2> <U+05DB><U+05DC><U+05DC><U+05D9> <U+05E2><U+05DC> <U+05D4><U+05D7><U+05DC><U+05DC> <U+05D0><U+05D9><U+05D6><U+05D4> <U+05DB><U+05D5><U+05DB><U+05D1><U+05D9> ...YouTube · <U+05DE><U+05E9><U+05D7><U+05E7><U+05D9> <U+05D4><U+05DB><U+05D9><U+05E3> - <U+05DC><U+05D7><U+05E9><U+05D5><U+05D1> <U+05DE><U+05EA><U+05D5><U+05DA> <U+05D4><U+05E7><U+05D5><U+05E4><U+05E1><U+05D4> Fun Games30 <U+05D1><U+05D9><U+05D5><U+05E0><U+05D9> 2020, <U+05DB><U+05DC> <U+05DE><U+05D4> <U+05E9><U+05E8><U+05E6><U+05D9><U+05EA><U+05DD> <U+05DC><U+05D3><U+05E2><U+05EA> <U+05E2><U+05DC> <U+05DE><U+05E2><U+05E8><U+05DB><U+05EA> <U+05D4><U+05E9><U+05DE><U+05E9>YouTube · 1ilAstronomy9 <U+05D1><U+05D9><U+05E0><U+05D5><U+05F3> 2019, <U+05DE><U+05E2><U+05E8><U+05DB><U+05EA> <U+05D4><U+05E9><U+05DE><U+05E9>: <U+05DB><U+05D5><U+05DB><U+05D1> <U+05D4><U+05DC><U+05DB><U+05EA> <U+05E6><U+05D3><U+05E7> <U+05D5><U+05D4><U+05D4><U+05D9><U+05E1><U+05D8><U+05D5><U+05E8><U+05D9><U+05D4> <U+05E9><U+05DC> <U+05DE><U+05D0><U+05D3><U+05D9><U+05DD>YouTube · <U+05E2><U+05E8><U+05D5><U+05E5> <U+05DE><U+05D6><U+05D2> <U+05D4><U+05D0><U+05D5><U+05D5><U+05D9><U+05E8>19 <U+05D1><U+05D0><U+05D5><U+05D2><U+05F3> 2019",1,0,,0,0,,0,<U+05DE><U+05E2><U+05E8><U+05DB><U+05EA> <U+05D4><U+05E9><U+05DE><U+05E9>,4.285714286
28,35,Solar system,6540000,47,ru,<U+0421><U+043E><U+043B><U+043D><U+0435><U+0447><U+043D><U+0430><U+044F> <U+0441><U+0438><U+0441><U+0442><U+0435><U+043C><U+0430> - <U+0412><U+0438><U+043A><U+0438><U+043F><U+0435><U+0434><U+0438><U+044F>,1,1,0,"<U+0410><U+0441><U+0442><U+0440><U+043E><U+043D><U+043E><U+043C><U+0438><U+044F> <U+0434><U+043B><U+044F> <U+0434><U+0435><U+0442><U+0435><U+0439>. <U+041F><U+043B><U+0430><U+043D><U+0435><U+0442><U+044B> <U+0441><U+043E><U+043B><U+043D><U+0435><U+0447><U+043D><U+043E><U+0439> <U+0441><U+0438><U+0441><U+0442><U+0435><U+043C><U+044B>YouTube · <U+0423><U+043C><U+043D><U+044B><U+0435> <U+041F><U+043B><U+0430><U+0441><U+0442><U+0438><U+043B><U+0438><U+043D><U+043A><U+0438>21 <U+0444><U+0435><U+0432><U+0440>. 2019 <U+0433>., <U+0421><U+043E><U+043B><U+043D><U+0435><U+0447><U+043D><U+0430><U+044F> <U+0441><U+0438><U+0441><U+0442><U+0435><U+043C><U+0430> (<U+0440><U+0430><U+0441><U+0441><U+043A><U+0430><U+0437><U+044B><U+0432><U+0430><U+0435><U+0442> <U+0430><U+0441><U+0442><U+0440><U+043E><U+043D><U+043E><U+043C> <U+0410><U+043D><U+043D><U+0430> <U+0413><U+0438><U+043D><U+0442><U+0435><U+0440><U+0435>)YouTube · Sinus16 <U+0430><U+043F><U+0440>. 2020 <U+0433>., <U+0421><U+041E><U+041B><U+041D><U+0415><U+0427><U+041D><U+0410><U+042F> <U+0421><U+0418><U+0421><U+0422><U+0415><U+041C><U+0410> <U+0440><U+0430><U+0437><U+0432><U+0438><U+0432><U+0430><U+044E><U+0449><U+0435><U+0435> <U+0432><U+0438><U+0434><U+0435><U+043E> <U+0434><U+043B><U+044F> <U+0434><U+0435><U+0442><U+0435><U+0439>YouTube · MultiZnaika TV11 <U+0438><U+044E><U+043D>. 2021 <U+0433>.",1,0,"<U+041F><U+043E><U+0445><U+043E><U+0436><U+0438><U+0435> <U+0437><U+0430><U+043F><U+0440><U+043E><U+0441><U+044B><U+0427><U+0442><U+043E> <U+0432><U+0445><U+043E><U+0434><U+0438><U+0442> <U+0432> <U+0421><U+043E><U+043B><U+043D><U+0435><U+0447><U+043D><U+0443><U+044E> <U+0441><U+0438><U+0441><U+0442><U+0435><U+043C><U+0443>, <U+041A><U+0430><U+043A><U+0430><U+044F> 8 <U+043F><U+043B><U+0430><U+043D><U+0435><U+0442><U+0430> <U+043E><U+0442> <U+0421><U+043E><U+043B><U+043D><U+0446><U+0430>, <U+0421><U+043A><U+043E><U+043B><U+044C><U+043A><U+043E> <U+0432> <U+043C><U+0438><U+0440><U+0435> <U+0441><U+043E><U+043B><U+043D><U+0435><U+0447><U+043D><U+044B><U+0445> <U+0441><U+0438><U+0441><U+0442><U+0435><U+043C>, <U+041F><U+043E><U+0447><U+0435><U+043C><U+0443> <U+0421><U+043E><U+043B><U+043D><U+0435><U+0447><U+043D><U+0430><U+044F> <U+0441><U+0438><U+0441><U+0442><U+0435><U+043C><U+0430> <U+0441><U+0438><U+0441><U+0442><U+0435><U+043C><U+0430>",1,0,,0,<U+0421><U+043E><U+043B><U+043D><U+0435><U+0447><U+043D><U+0430><U+044F> <U+0441><U+0438><U+0441><U+0442><U+0435><U+043C><U+0430>,5.714285714
29,38,Evolution,1.13E+08,0.48,ar,<U+062A><U+0637><U+0648><U+0631> - <U+0648><U+064A><U+0643><U+064A><U+0628><U+064A><U+062F><U+064A><U+0627>,1,1,0,"<U+0645><U+0627><U+0647><U+064A> <U+0627><U+0644><U+0623><U+062F><U+0644><U+0629> <U+0639><U+0644><U+0649> <U+0627><U+0644><U+062A><U+0637><U+0648><U+0631> <U+061F>YouTube · Stated Clearly08<U+200F>/10<U+200F>/2016, <U+0647><U+0644> <U+0646><U+0638><U+0631><U+064A><U+0629> <U+0627><U+0644><U+062A><U+0637><U+0648><U+0631> <U+0645><U+0647><U+0645><U+0629> <U+0641><U+0639><U+0644><U+064B><U+0627><U+061F>YouTube · Stated Clearly19<U+200F>/04<U+200F>/2018, Evolution of Arabic Music | <U+062A><U+0637><U+0648><U+0631> <U+0627><U+0644><U+0645><U+0648><U+0633><U+064A><U+0642><U+0649> <U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0629>YouTube · Alaa Wardi26<U+200F>/04<U+200F>/2016",1,0,,0,0,,0,<U+062A><U+0637><U+0648><U+0631>,4.285714286
30,38,Evolution,8.23E+09,0.85,en,What is evolution? | Facts | yourgenome.org,0,1,0,"What is Evolution?YouTube · Stated ClearlyJan 10, 2013, How Evolution worksYouTube · Kurzgesagt – In a NutshellJul 11, 2013, Evolution: It's a Thing - Crash Course Biology #20YouTube · CrashCourseJun 11, 2012",1,0,"People also askWhat is the best definition of evolution, What are the 3 types of evolution, What is the official definition of evolution, What is evolution and examples",1,0,,0,Evolution,5.714285714
31,38,Evolution,462000,0.48,hw,<U+05D0><U+05D1><U+05D5><U+05DC><U+05D5><U+05E6><U+05D9><U+05D4> - <U+05D5><U+05D9><U+05E7><U+05D9><U+05E4><U+05D3><U+05D9><U+05D4>,1,1,0,"<U+05D0><U+05D1><U+05D5><U+05DC><U+05D5><U+05E6><U+05D9><U+05D4> <U+05DE><U+05D5><U+05E1><U+05D1><U+05E8><U+05EA> <U+05D1><U+05E4><U+05E9><U+05D8><U+05D5><U+05EA>YouTube · ScienceReasonIsrael10 <U+05D1><U+05D0><U+05D5><U+05D2><U+05F3> 2013, <U+05D0><U+05D1><U+05E0><U+05D9> <U+05E4><U+05D9><U+05E0><U+05D4>: <U+05D0><U+05D1><U+05D5><U+05DC><U+05D5><U+05E6><U+05D9><U+05D4> <U+05D5><U+05D4><U+05EA><U+05E0><U+05D4><U+05D2><U+05D5><U+05EA> <U+05D1><U+05E2><U+05D5><U+05DC><U+05DD> <U+05D4><U+05D7><U+05D9> - <U+05E9><U+05D9><U+05E2><U+05D5><U+05E8> 1YouTube · Hebrew University of Jerusalem5 <U+05D1><U+05DE><U+05E8><U+05E5> 2012, <U+05EA><U+05D5><U+05E8><U+05EA> <U+05D4><U+05D0><U+05D1><U+05D5><U+05DC><U+05D5><U+05E6><U+05D9><U+05D4> <U+05E2><U+05DC> <U+05E8><U+05D2><U+05DC> <U+05D0><U+05D7><U+05EA> - 1YouTube · ScienceReasonIsrael21 <U+05D1><U+05D9><U+05E0><U+05D5><U+05F3> 2013",1,0,,0,0,,0,<U+05D0><U+05D1><U+05D5><U+05DC><U+05D5><U+05E6><U+05D9><U+05D4>,4.285714286
32,38,Evolution,32400000,81,ru,<U+042D><U+0432><U+043E><U+043B><U+044E><U+0446><U+0438><U+044F> - <U+0412><U+0438><U+043A><U+0438><U+043F><U+0435><U+0434><U+0438><U+044F>,1,1,0,"<U+042D><U+0432><U+043E><U+043B><U+044E><U+0446><U+0438><U+044F>. <U+041D><U+043E><U+0432><U+044B><U+0439> <U+041C><U+0438><U+0440> - <U+0418><U+0413><U+0420><U+0410><U+0415><U+041C>!YouTube · <U+0414><U+0432><U+0430> <U+0432> <U+041A><U+0443><U+0431><U+0435> - <U+041D><U+0430><U+0441><U+0442><U+043E><U+043B><U+044C><U+043D><U+044B><U+0435> <U+0438><U+0433><U+0440><U+044B>4 <U+0430><U+0432><U+0433>. 2020 <U+0433>., <U+042D><U+0432><U+043E><U+043B><U+044E><U+0446><U+0438><U+044F> — <U+0432><U+0438><U+0434><U+0435><U+043E> — <U+041A><U+0438><U+043D><U+043E><U+043F><U+043E><U+0438><U+0441><U+043A><U+041A><U+0438><U+043D><U+043E><U+043F><U+043E><U+0438><U+0441><U+043A>16 <U+043D><U+043E><U+044F><U+0431>. 2004 <U+0433>., <U+041D><U+0430><U+0441><U+0442><U+043E><U+043B><U+044C><U+043D><U+0430><U+044F> <U+0438><U+0433><U+0440><U+0430> <U+042D><U+0432><U+043E><U+043B><U+044E><U+0446><U+0438><U+044F> <U+0441> <U+0434><U+043E><U+043F><U+043E><U+043B><U+043D><U+0435><U+043D><U+0438><U+044F><U+043C><U+0438>. <U+041E><U+0431><U+0437><U+043E><U+0440> <U+043E><U+0442> ...YouTube · <U+0417><U+043D><U+0430><U+0435><U+043C> <U+0418><U+0433><U+0440><U+0430><U+0435><U+043C>14 <U+0430><U+043F><U+0440>. 2018 <U+0433>.",1,0,"<U+041F><U+043E><U+0445><U+043E><U+0436><U+0438><U+0435> <U+0437><U+0430><U+043F><U+0440><U+043E><U+0441><U+044B><U+0427><U+0442><U+043E> <U+0442><U+0430><U+043A><U+043E><U+0435> <U+044D><U+0432><U+043E><U+043B><U+044E><U+0446><U+0438><U+044F> <U+043F><U+0440><U+043E><U+0441><U+0442><U+044B><U+043C><U+0438> <U+0441><U+043B><U+043E><U+0432><U+0430><U+043C><U+0438>, <U+0427><U+0442><U+043E> <U+0442><U+0430><U+043A><U+043E><U+0435> <U+044D><U+0432><U+043E><U+043B><U+044E><U+0446><U+0438><U+044F> <U+0438> <U+0440><U+0435><U+0432><U+043E><U+043B><U+044E><U+0446><U+0438><U+044F>, <U+0427><U+0442><U+043E> <U+0442><U+0430><U+043A><U+043E><U+0435> <U+044D><U+0432><U+043E><U+043B><U+044E><U+0446><U+0438><U+044F> <U+0432> <U+043E><U+0431><U+0449><U+0435><U+0441><U+0442><U+0432><U+0435>, <U+041A><U+0442><U+043E> <U+0438><U+0437><U+0443><U+0447><U+0430><U+0435><U+0442> <U+044D><U+0432><U+043E><U+043B><U+044E><U+0446><U+0438><U+044E>",1,0,,0,<U+042D><U+0432><U+043E><U+043B><U+044E><U+0446><U+0438><U+044F>,4.285714286
33,39,PCR,383000,0.47,ar,<U+062A><U+0641><U+0627><U+0639><U+0644> <U+0627><U+0644><U+0628><U+0648><U+0644><U+064A><U+0645><U+0631><U+0627><U+0632> <U+0627><U+0644><U+0645><U+062A><U+0633><U+0644><U+0633><U+0644> - <U+0648><U+064A><U+0643><U+064A><U+0628><U+064A><U+062F><U+064A><U+0627>,1,0,0,"<U+062A><U+0641><U+0627><U+0639><U+0644> <U+0627><U+0644><U+0628><U+0644><U+0645><U+0631><U+0629> <U+0627><U+0644><U+0645><U+062A><U+0633><U+0644><U+0633><U+0644> PCRYouTube · Khalid Youssef03<U+200F>/05<U+200F>/2017, <U+062A><U+0641><U+0627><U+0639><U+0644> <U+0627><U+0644><U+0628><U+0648><U+0644><U+06CC><U+0645><U+06CC><U+0631><U+0627><U+0632> <U+0627><U+0644><U+0645><U+062A><U+0633><U+0644><U+0633><U+0644> (PCR | (<U+0627><U+0644><U+0623><U+062D><U+06CC><U+0627><U+0621> | <U+0627><U+0644><U+062A><U+0643><U+0646><U+0648><U+0644><U+0648><U+062C><U+06CC><U+0627> ...YouTube · Madrasa23<U+200F>/02<U+200F>/2019, PCR (<U+062A><U+0641><U+0627><U+0639><U+0644> <U+0627><U+0644><U+0628><U+0644><U+0645><U+0631><U+0629> <U+0627><U+0644><U+0645><U+062A><U+0633><U+0644><U+0633><U+0644>)YouTube · bio teacher03<U+200F>/06<U+200F>/2020",1,0,,0,0,,0,<U+062A><U+0641><U+0627><U+0639><U+0644> <U+0627><U+0644><U+0628><U+0648><U+0644><U+064A><U+0645><U+0631><U+0627><U+0632> <U+0627><U+0644><U+0645><U+062A><U+0633><U+0644><U+0633><U+0644>,2.857142857
34,39,PCR,3.66E+08,0.46,en,COVID-19 and PCR Testing - Cleveland Clinic,0,1,0,"PCR - Polymerase Chain Reaction (IQOG-CSIC)YouTube · CanalDivulgaciónApr 20, 2014, Polymerase Chain Reaction (PCR)YouTube · DNA Learning CenterMar 22, 2010, PCR (Polymerase Chain Reaction)YouTube · Amoeba SistersOct 1, 2020",1,0,"COVID-19Common questionsHow accurate are COVID-19 PCR tests, What is the COVID-19 PCR diagnostic test, What are the different types of COVID-19 tests, How common are false-negative RT-PCR results in COVID-19 patients",1,0,"British scientist says flawed PCR tests mistook common colds, flu for 
COVID-1920 hours agoUS Food and Drug AdministrationCOVID-19 Test Basics | FDA2 weeks agoCovid tests: how can people be positive on lateral flow and negative on 
PCRs?4 weeks agoWhen you should take a PCR vs. a rapid antigen test1 month ago",1,PCR,7.142857143
35,39,PCR,1.16E+09,0.39,hw,PCR - <U+05D5><U+05D9><U+05E7><U+05D9><U+05E4><U+05D3><U+05D9><U+05D4>,1,1,0,"PCR (Polymerase Chain Reaction)YouTube · Amoeba Sisters1 <U+05D1><U+05D0><U+05D5><U+05E7><U+05F3> 2020, PCR - Polymerase Chain Reaction (IQOG-CSIC)YouTube · CanalDivulgación20 <U+05D1><U+05D0><U+05E4><U+05E8><U+05F3> 2014, PCR - Polymerase Chain Reaction SimplifiedYouTube · MEDSimplified29 <U+05D1><U+05DE><U+05D0><U+05D9> 2019",1,0,,1,0,,0,PCR,4.285714286
36,39,PCR,22900000,43,ru,<U+041F><U+043E><U+043B><U+0438><U+043C><U+0435><U+0440><U+0430><U+0437><U+043D><U+0430><U+044F> <U+0446><U+0435><U+043F><U+043D><U+0430><U+044F> <U+0440><U+0435><U+0430><U+043A><U+0446><U+0438><U+044F> - <U+0412><U+0438><U+043A><U+0438><U+043F><U+0435><U+0434><U+0438><U+044F>,1,1,0,"<U+041A><U+0430><U+043A> <U+0440><U+0430><U+0431><U+043E><U+0442><U+0430><U+044E><U+0442> <U+0442><U+0435><U+0441><U+0442><U+044B> <U+0434><U+043B><U+044F> <U+043E><U+043F><U+0440><U+0435><U+0434><U+0435><U+043B><U+0435><U+043D><U+0438><U+044F> COVID-19? <U+0412><U+0441><U+0435>, <U+0447><U+0442><U+043E> ...International Atomic Energy Agency24 <U+043C><U+0430><U+0440>. 2021 <U+0433>., <U+041F><U+0426><U+0420>-<U+0442><U+0435><U+0441><U+0442> <U+043D><U+0430> <U+043A><U+043E><U+0440><U+043E><U+043D><U+0430><U+0432><U+0438><U+0440><U+0443><U+0441> | <U+041F><U+0440><U+043E><U+0432><U+0435><U+0440><U+0435><U+043D><U+043E>!YouTube · <U+0422><U+0435><U+043B><U+0435><U+043A><U+0430><U+043D><U+0430><U+043B> <U+0425><U+0430><U+0431><U+0430><U+0440> 2414 <U+043C><U+0430><U+044F> 2020 <U+0433>., <U+041F><U+043E><U+043B><U+0438><U+043C><U+0435><U+0440><U+0430><U+0437><U+043D><U+0430><U+044F> <U+0446><U+0435><U+043F><U+043D><U+0430><U+044F> <U+0440><U+0435><U+0430><U+043A><U+0446><U+0438><U+044F> (<U+041F><U+0426><U+0420>) (<U+0432><U+0438><U+0434><U+0435><U+043E>)<U+0410><U+043A><U+0430><U+0434><U+0435><U+043C><U+0438><U+044F> <U+0425><U+0430><U+043D><U+0430>12 <U+044F><U+043D><U+0432>. 2021 <U+0433>.",1,0,,0,0,<U+0414><U+043E><U+043B><U+044F> <U+043F><U+043E><U+043B><U+043E><U+0436><U+0438><U+0442><U+0435><U+043B><U+044C><U+043D><U+044B><U+0445> <U+041F><U+0426><U+0420>-<U+0442><U+0435><U+0441><U+0442><U+043E><U+0432> <U+0441><U+043D><U+0438><U+0437><U+0438><U+043B><U+0430><U+0441><U+044C> <U+0432> <U+041D><U+0438><U+0436><U+0435><U+0433><U+043E><U+0440><U+043E><U+0434><U+0441><U+043A><U+043E><U+0439> <U+043E><U+0431><U+043B><U+0430><U+0441><U+0442><U+0438>6 <U+0447><U+0430><U+0441><U+043E><U+0432> <U+043D><U+0430><U+0437><U+0430><U+0434>NEWSru<U+0423><U+0441><U+0442><U+0430><U+043D><U+043E><U+0432><U+043B><U+0435><U+043D><U+044B> <U+043D><U+043E><U+0432><U+044B><U+0435> <U+0446><U+0435><U+043D><U+044B> <U+043D><U+0430> <U+041F><U+0426><U+0420>-<U+0442><U+0435><U+0441><U+0442><U+044B> <U+0432> <U+0430><U+044D><U+0440><U+043E><U+043F><U+043E><U+0440><U+0442><U+0443> <U+0434><U+043B><U+044F> <U+043F><U+0440><U+0438><U+043B><U+0435><U+0442><U+0430><U+044E><U+0449><U+0438><U+0445> <U+0432> <U+0418><U+0437><U+0440><U+0430><U+0438><U+043B><U+044C>5 <U+0447><U+0430><U+0441><U+043E><U+0432> <U+043D><U+0430><U+0437><U+0430><U+0434><U+041D><U+043E><U+043C><U+0435><U+0440> <U+041E><U+0434><U+0438><U+043D><U+0412> <U+041C><U+043E><U+043D><U+0433><U+043E><U+043B><U+0438><U+0438> <U+043E><U+0442><U+043C><U+0435><U+043D><U+0438><U+043B><U+0438> <U+041F><U+0426><U+0420>-<U+0442><U+0435><U+0441><U+0442><U+0438><U+0440><U+043E><U+0432><U+0430><U+043D><U+0438><U+0435> <U+0434><U+043B><U+044F> <U+0442><U+0443><U+0440><U+0438><U+0441><U+0442><U+043E><U+0432>9 <U+0447><U+0430><U+0441><U+043E><U+0432> <U+043D><U+0430><U+0437><U+0430><U+0434><U+0412> <U+0433><U+043E><U+0440><U+043E><U+0434><U+0435> N<U+0414><U+043E><U+043B><U+044F> <U+043F><U+043E><U+043B><U+043E><U+0436><U+0438><U+0442><U+0435><U+043B><U+044C><U+043D><U+044B><U+0445> <U+041F><U+0426><U+0420>-<U+0442><U+0435><U+0441><U+0442><U+043E><U+0432> <U+0441><U+043D><U+0438><U+0437><U+0438><U+043B><U+0430><U+0441><U+044C> <U+0434><U+043E> 14% <U+0432> <U+041D><U+0438><U+0436><U+0435><U+0433><U+043E><U+0440><U+043E><U+0434><U+0441><U+043A><U+043E><U+0439> <U+043E><U+0431><U+043B><U+0430><U+0441><U+0442><U+0438>7 <U+0447><U+0430><U+0441><U+043E><U+0432> <U+043D><U+0430><U+0437><U+0430><U+0434>,1,<U+041F><U+0426><U+0420>,5.714285714
37,42,mRNA,33700,0.42,ar,<U+0644><U+0642><U+0627><U+062D><U+0627><U+062A> <U+0627><U+0644><U+062D><U+0645><U+0636> <U+0627><U+0644><U+0646><U+0648><U+0648><U+064A> <U+0627><U+0644><U+0631><U+064A><U+0628><U+064A> <U+0627><U+0644><U+0645><U+0631><U+0633><U+0627><U+0644> (mRNA) <U+0648><U+0639><U+0644><U+0627><U+0642><U+062A><U+0647><U+0627> <U+0628><U+0627><U+0644><U+0645><U+0646><U+0627><U+0639><U+0629>,0,0,0,,0,0,,1,0,,0,<U+0627><U+0644><U+062D><U+0645><U+0636> <U+0627><U+0644><U+0646><U+0648><U+0648><U+064A> <U+0627><U+0644><U+0631><U+064A><U+0628><U+064A> <U+0627><U+0644><U+0645><U+0631><U+0633><U+0627><U+0644>,1.428571429
38,42,mRNA,8.30E+07,0.67,en,Understanding mRNA COVID-19 Vaccines | CDC,0,1,0,"COVID-19 mRNA Vaccine: Will It Change My DNA?YouTube · Nucleus Medical MediaMay 4, 2021, How mRNA Vaccines WorkChildren&#39;s Hospital of PhiladelphiaJul 29, 2021, What is an mRNA vaccine?YouTube · UF HealthMar 26, 2021",1,0,"COVID-19Common questionsHow does the mRNA from the COVID-19 vaccine work, Is there a live virus in the mRNA COVID-19 vaccines, Will a COVID-19 vaccine alter my DNA, Are there any safety concerns concerning mRNA technology of the Pfizer-BioNTech COVID-19 Vaccine",1,0,"Moderna Announces First Participant Dosed in Phase 1 Study of its HIV 
Trimer mRNA Vaccine27 mins agoCenters for Disease Control and PreventionEffectiveness of 2-Dose BNT162b2 (Pfizer BioNTech) mRNA Vaccine ...2 days agoGZERO MediaAfter COVID vaccines, time to use mRNA tech against other infectious 
diseases1 day agoSyfyBroken bones? No problem! Messenger RNA rebuilds bones better than before2 days ago",1,mRNA,7.142857143
39,42,mRNA,69600000,0.65,hw,mRNA - <U+05D5><U+05D9><U+05E7><U+05D9><U+05E4><U+05D3><U+05D9><U+05D4>,1,1,0,"COVID-19 mRNA Vaccine: Will It Change My DNA?YouTube · Nucleus Medical Media4 <U+05D1><U+05DE><U+05D0><U+05D9> 2021, WeAct - <U+05DE><U+05DE><U+05E6><U+05D9><U+05D0> <U+05D8><U+05DB><U+05E0><U+05D5><U+05DC><U+05D5><U+05D2><U+05D9><U+05D9><U+05EA> <U+05D4>-mRNA: <U+05D0><U+05D9><U+05DF> <U+05E9><U+05E7><U+05D9><U+05E4><U+05D5><U+05EA> <U+05DC><U+05D2><U+05D1><U+05D9> <U+05D4><U+05E1><U+05D9><U+05DB><U+05D5><U+05E0><U+05D9><U+05DD> ...Facebook · WeAct11 <U+05D1><U+05D9><U+05D5><U+05DC><U+05D9> 2021, How mRNA Vaccines Work - Simply ExplainedYouTube · Simply Explained30 <U+05D1><U+05D3><U+05E6><U+05DE><U+05F3> 2020",1,0,,0,0,,0,mRNA,4.285714286
